Attraction_Id,Attraction_Nm,Attraction_url,Rankings,Category,Address,No_of_Reviews,Weekday_Hours,Weekend_Hours,Overall_Rating,Rating_Excellent,Rating_Good,Rating_Average,Rating_Poor,Rating_Terrible
d4374581,Greenwood Military Aviation Museum,https://www.tripadvisor.com/Attraction_Review-g181764-d4374581-Reviews-Greenwood_Military_Aviation_Museum-Kingston_Southwest_Nova_Scotia_Nova_Scotia.html,#1 of 7 things to do in Kingston,"Museums, Specialty Museums","Ward Rd, Kingston, Nova Scotia B0P 1N0, Canada",37,Open Now: 10:00 AM - 4:00 PM,Tue - Fri10:00 AM - 4:00 PM,4.5,50%,40%,10%,0%,0%
d11038890,Henny Penny s Farm Market,https://www.tripadvisor.com/Attraction_Review-g984045-d11038890-Reviews-Henny_Penny_s_Farm_Market-New_Minas_Southwest_Nova_Scotia_Nova_Scotia.html,#4 of 6 things to do in New Minas,"Shopping, Food & Drink, Farmers Markets","9234 Commercial St, New Minas, Nova Scotia B4N 3E9, Canada",5,,,3.5,20%,20%,40%,20%,0%
d3617762,The Gorge,https://www.tripadvisor.com/Attraction_Review-g499229-d3617762-Reviews-The_Gorge-Kentville_Southwest_Nova_Scotia_Nova_Scotia.html,#8 of 14 things to do in Kentville,"Outdoor Activities, Nature & Parks, Hiking Trails","Gladys Porter Drive, Kentville, Nova Scotia, Canada",5,,,4.5,60%,40%,0%,0%,0%
d8602836,Steinhart Distillery,https://www.tripadvisor.com/Attraction_Review-g7074602-d8602836-Reviews-Steinhart_Distillery-Arisaig_Nova_Scotia.html,#1 of 3 things to do in Arisaig,"Food & Drink, Distilleries","5963 Highway 245, Arisaig, Nova Scotia B2G 2L1, Canada",28,,,5.0,90%,10%,0%,0%,0%
d4729513,The Flight Of Fancy,https://www.tripadvisor.com/Attraction_Review-g1157768-d4729513-Reviews-The_Flight_Of_Fancy-Bear_River_Southwest_Nova_Scotia_Nova_Scotia.html,#1 of 8 things to do in Bear River,"Sights & Landmarks, Points of Interest & Landmarks","1869 Clementsvale Road, Bear River, Nova Scotia B0V 1B0, Canada",56,Open Now: 10:00 AM - 6:00 PM,Sun - Sat10:00 AM - 6:00 PM,5.0,92%,8%,0%,0%,0%
d13124228,LaHave River Trail,https://www.tripadvisor.com/Attraction_Review-g676536-d13124228-Reviews-LaHave_River_Trail-Bridgewater_Southwest_Nova_Scotia_Nova_Scotia.html,#7 of 13 things to do in Bridgewater,"Outdoor Activities, Nature & Parks, Hiking Trails","Bridgewater, Nova Scotia, Canada",4,,,5.0,100%,0%,0%,0%,0%
d4375369,Sainte Marie Catholic Church,https://www.tripadvisor.com/Attraction_Review-g1466615-d4375369-Reviews-Sainte_Marie_Catholic_Church-Church_Point_Municipality_of_Clare_Southwest_Nova_S.html,#1 of 8 things to do in Church Point,"Sights & Landmarks, Sacred & Religious Sites","1713 Highway 1, Church Point, Municipality of Clare, Nova Scotia B0W 1M0, Canada",33,,,5.0,82%,15%,3%,0%,0%
d2621026,Annapolis Royal Farmers and Traders Market,https://www.tripadvisor.com/Attraction_Review-g154970-d2621026-Reviews-Annapolis_Royal_Farmers_and_Traders_Market-Annapolis_Royal_Southwest_Nova_Scotia_.html,#5 of 21 things to do in Annapolis Royal,"Shopping, Flea & Street Markets","178 St.George Street, Annapolis Royal, Nova Scotia, Canada",55,,,4.5,73%,25%,1%,1%,0%
d4480321,Dartmouth Sportsplex,https://www.tripadvisor.com/Attraction_Review-g154974-d4480321-Reviews-Dartmouth_Sportsplex-Dartmouth_Halifax_Region_Nova_Scotia.html,#9 of 24 things to do in Dartmouth,"Fun & Games, Sports Complexes","110 Wyse Rd, Dartmouth, Nova Scotia B3A 1M2, Canada",43,Open Now: 5:30 AM - 9:30 PM,Sun9:00 AM - 5:00 PMMon - Fri5:30 AM - 9:30 PMSat9:00 AM - 7:00 PM,4.0,27%,51%,18%,4%,0%
d13160986,St James Presbyterian Church,https://www.tripadvisor.com/Attraction_Review-g616306-d13160986-Reviews-St_James_Presbyterian_Church-Big_Bras_d_Or_Cape_Breton_Island_Nova_Scotia.html,#2 of 3 things to do in Big Bras d'Or,"Sights & Landmarks, Churches & Cathedrals","1918 Old Rte 5, Big Bras d'Or, Nova Scotia B1X 1G8, Canada",2,,,4.5,50%,50%,0%,0%,0%
d4317736,Uniacke Estate Museum Park,https://www.tripadvisor.com/Attraction_Review-g3602088-d4317736-Reviews-Uniacke_Estate_Museum_Park-Mount_Uniacke_Nova_Scotia.html,#1 of 5 things to do in Mount Uniacke,"Museums, Specialty Museums","758 Highway 1, Mount Uniacke, Nova Scotia B0N 1Z0, Canada",28,,,4.5,58%,32%,10%,0%,0%
d3431648,Fundy Tidal Interpretive Centre,https://www.tripadvisor.com/Attraction_Review-g3596933-d3431648-Reviews-Fundy_Tidal_Interpretive_Centre-South_Maitland_Nova_Scotia.html,#3 of 4 things to do in South Maitland,"Traveler Resources, Visitor Centers","9865 Hwy. 236, South Maitland, Nova Scotia B0N 2H0, Canada",40,Open Now: 10:00 AM - 6:00 PM,Sun - Sat10:00 AM - 6:00 PM,4.5,51%,35%,12%,0%,2%
d1550593,Crystal Falls Hiking Trail,https://www.tripadvisor.com/Attraction_Review-g7592720-d1550593-Reviews-Crystal_Falls_Hiking_Trail-Greenwood_Southwest_Nova_Scotia_Nova_Scotia.html,#1 of 2 things to do in Greenwood,"Nature & Parks, Outdoor Activities, Waterfalls, Hiking Trails More","Harmony Road, Greenwood, Nova Scotia, Canada",3,,,4.0,0%,100%,0%,0%,0%
d4545214,Lighthouse Ice Cream Parlour,https://www.tripadvisor.com/Attraction_Review-g1119886-d4545214-Reviews-Lighthouse_Ice_Cream_Parlour-Neil_s_Harbor_Cape_Breton_Island_Nova_Scotia.html,#1 of 3 things to do in Neil's Harbor,"Food & Drink, Other Food & Drink","Lighthouse Road, Neil's Harbor, Nova Scotia B0C 1P0, Canada",48,,,4.5,63%,27%,8%,2%,0%
d10749804,Lightfoot Tower Zoe Valle Memorial Library,https://www.tripadvisor.com/Attraction_Review-g499221-d10749804-Reviews-Lightfoot_Tower_Zoe_Valle_Memorial_Library-Chester_Southwest_Nova_Scotia_Nova_Sc.html,#10 of 18 things to do in Chester,"Sights & Landmarks, Lookouts, Points of Interest & Landmarks, Architectural Buildings More","63 Regent St, Chester, Nova Scotia B0J 1J0, Canada",2,,,4.5,50%,50%,0%,0%,0%
d13183514,McConnell Library,https://www.tripadvisor.com/Attraction_Review-g154973-d13183514-Reviews-McConnell_Library-Sydney_Cape_Breton_Island_Nova_Scotia.html,#32 of 38 things to do in Sydney,"Traveler Resources, Libraries","50 Falmouth St, Sydney, Nova Scotia B1P 6X9, Canada",4,,,4.0,25%,50%,0%,25%,0%
d12982146,Corney Brook Trail,https://www.tripadvisor.com/Attraction_Review-g1523026-d12982146-Reviews-Corney_Brook_Trail-Pleasant_Bay_Cape_Breton_Island_Nova_Scotia.html,#8 of 10 things to do in Pleasant Bay,"Outdoor Activities, Nature & Parks, Hiking Trails","18573 Cabot Trail, Pleasant Bay, Nova Scotia, Canada",2,,,5.0,100%,0%,0%,0%,0%
d4559000,Halifax City Hall,https://www.tripadvisor.com/Attraction_Review-g154976-d4559000-Reviews-Halifax_City_Hall-Halifax_Halifax_Region_Nova_Scotia.html,#43 of 112 things to do in Halifax,"Sights & Landmarks, Points of Interest & Landmarks","1841 Argyle St, Halifax, Nova Scotia B3J 3Y8, Canada",39,,,4.0,17%,53%,30%,0%,0%
d2460151,Maritime Command Museum,https://www.tripadvisor.com/Attraction_Review-g154976-d2460151-Reviews-Maritime_Command_Museum-Halifax_Halifax_Region_Nova_Scotia.html,#53 of 112 things to do in Halifax,"Museums, Military Museums","2725 Gottingen Street, Halifax, Nova Scotia B3K 3C9, Canada",14,Open Now: 9:00 AM - 3:30 PM,Mon - Fri9:00 AM - 3:30 PM,4.5,51%,42%,0%,0%,7%
d13170269,Sydney Visitor Information Centre,https://www.tripadvisor.com/Attraction_Review-g154973-d13170269-Reviews-Sydney_Visitor_Information_Centre-Sydney_Cape_Breton_Island_Nova_Scotia.html,#25 of 38 things to do in Sydney,"Traveler Resources, Visitor Centers","74 Esplanade St, Sydney, Nova Scotia B1P 1A1, Canada",3,,,4.5,67%,33%,0%,0%,0%
d5556077,Tatamagouche Provincial Park,https://www.tripadvisor.com/Attraction_Review-g499239-d5556077-Reviews-Tatamagouche_Provincial_Park-Tatamagouche_Nova_Scotia.html,#11 of 15 things to do in Tatamagouche,Nature & Parks,"2664 Highway 6, Tatamagouche, Nova Scotia B0K 1V0, Canada",5,,,4.0,40%,20%,40%,0%,0%
d185436,C S S Acadia,https://www.tripadvisor.com/Attraction_Review-g154976-d185436-Reviews-C_S_S_Acadia-Halifax_Halifax_Region_Nova_Scotia.html,#41 of 112 things to do in Halifax,"Museums, Sights & Landmarks, Specialty Museums, Ships More","Maritime Museum | 1675 Lower Water St., Halifax, Nova Scotia, Canada",59,,,4.0,20%,45%,35%,0%,0%
d8671445,Leighton Dillman Park,https://www.tripadvisor.com/Attraction_Review-g154974-d8671445-Reviews-Leighton_Dillman_Park-Dartmouth_Halifax_Region_Nova_Scotia.html,#13 of 24 things to do in Dartmouth,"Nature & Parks, Gardens","4 Windmill Road, Dartmouth, Nova Scotia, Canada",11,,,4.5,36%,55%,9%,0%,0%
d5533765,Fancy Lake Provincial Park,https://www.tripadvisor.com/Attraction_Review-g182187-d5533765-Reviews-Fancy_Lake_Provincial_Park-Lunenburg_Southwest_Nova_Scotia_Nova_Scotia.html,#24 of 30 things to do in Lunenburg,Nature & Parks,"854 Conquerall Mills Road | Hebbville, Lunenburg, Nova Scotia B4V 6B2, Canada",4,,,4.0,25%,50%,25%,0%,0%
d7074380,Ballantyne s Cove Tuna Interpretive Centre,https://www.tripadvisor.com/Attraction_Review-g154971-d7074380-Reviews-Ballantyne_s_Cove_Tuna_Interpretive_Centre-Antigonish_Nova_Scotia.html,#8 of 22 things to do in Antigonish,"Museums, Specialty Museums","57 Ballantynes Cove Wharf Rd, Antigonish, Nova Scotia B2G 2L2, Canada",25,,,4.0,36%,48%,8%,0%,8%
d2267916,Nova Scotia Sport Hall of Fame,https://www.tripadvisor.com/Attraction_Review-g154976-d2267916-Reviews-Nova_Scotia_Sport_Hall_of_Fame-Halifax_Halifax_Region_Nova_Scotia.html,#47 of 112 things to do in Halifax,"Museums, Specialty Museums","1800 Argyle St | Suite 446, Halifax, Nova Scotia B3J 3N8, Canada",33,Open Now: 10:00 AM - 5:00 PM,Mon - Fri10:00 AM - 5:00 PM,4.0,24%,40%,36%,0%,0%
d591498,Cole Harbour Heritage Farm Museum,https://www.tripadvisor.com/Attraction_Review-g5986387-d591498-Reviews-Cole_Harbour_Heritage_Farm_Museum-Cole_Harbour_Halifax_Region_Nova_Scotia.html,#1 of 2 things to do in Cole Harbour,"Nature & Parks, Sights & Landmarks, Museums, Gardens, Specialty Museums, Historic Sites More",Features AnimalsThis attraction features animalsClick below for expert advice on animal welfare in tourism.Learn more,19,,,4.0,43%,42%,10%,0%,5%
d10092875,Polly s Cove Hiking Trail,https://www.tripadvisor.com/Attraction_Review-g1380115-d10092875-Reviews-Polly_s_Cove_Hiking_Trail-West_Dover_Halifax_Region_Nova_Scotia.html,#1 of 1 things to do in West Dover,"Outdoor Activities, Nature & Parks, Hiking Trails","Prospect Road, West Dover, Nova Scotia, Canada",23,,,4.5,74%,26%,0%,0%,0%
d3250669,Sydney Mines Heritage Museum and Fossil Centre,https://www.tripadvisor.com/Attraction_Review-g1800626-d3250669-Reviews-Sydney_Mines_Heritage_Museum_and_Fossil_Centre-Sydney_Mines_Cape_Breton_Island_N.html,#1 of 6 things to do in Sydney Mines,"Traveler Resources, Visitor Centers","159 Legatto St, Sydney Mines, Nova Scotia B1V 2S6, Canada",37,Open Now: 9:00 AM - 5:00 PM,Tue - Sat9:00 AM - 5:00 PM,5.0,82%,18%,0%,0%,0%
d8454469,Crowbar Lake Hiking Trails,https://www.tripadvisor.com/Attraction_Review-g1602465-d8454469-Reviews-Crowbar_Lake_Hiking_Trails-Porters_Lake_Halifax_Region_Nova_Scotia.html,#2 of 2 things to do in Porters Lake,"Outdoor Activities, Nature & Parks, Hiking Trails, Nature & Wildlife Areas More",Features AnimalsThis attraction features animalsClick below for expert advice on animal welfare in tourism.Learn more,6,,,4.5,51%,33%,16%,0%,0%
d11997135,Cole Harbour Place,https://www.tripadvisor.com/Attraction_Review-g154974-d11997135-Reviews-Cole_Harbour_Place-Dartmouth_Halifax_Region_Nova_Scotia.html,#16 of 24 things to do in Dartmouth,"Sights & Landmarks, Arenas & Stadiums","51 Forest Hills Pkwy. | Box 17, Dartmouth, Nova Scotia B2W 6C6, Canada",9,,,4.0,33%,56%,11%,0%,0%
d649172,DesBrisay Museum,https://www.tripadvisor.com/Attraction_Review-g676536-d649172-Reviews-DesBrisay_Museum-Bridgewater_Southwest_Nova_Scotia_Nova_Scotia.html,#3 of 13 things to do in Bridgewater,"Museums, Specialty Museums","130 Jubilee Road, Bridgewater, Nova Scotia B4V 3R5, Canada",18,Open Now: 10:00 AM - 9:00 PM,Sun12:00 PM - 4:00 PMMon10:00 AM - 5:00 PMTue - Thu10:00 AM - 9:00 PMFri - Sat10:00 AM - 5:00 PM,4.0,51%,38%,0%,0%,11%
d2285919,Summerville Beach Provincial Park,https://www.tripadvisor.com/Attraction_Review-g1098925-d2285919-Reviews-Summerville_Beach_Provincial_Park-Summerville_Southwest_Nova_Scotia_Nova_Scotia.html,#1 of 4 things to do in Summerville,"Outdoor Activities, Nature & Parks, Beaches","7533 Highway 3, Summerville, Nova Scotia B0T 1T0, Canada",39,,,4.5,63%,30%,5%,2%,0%
d12309949,Wayfarers Ale Society,https://www.tripadvisor.com/Attraction_Review-g1048259-d12309949-Reviews-Wayfarers_Ale_Society-Port_Williams_Southwest_Nova_Scotia_Nova_Scotia.html,#4 of 9 things to do in Port Williams,"Food & Drink, Breweries","1116 Kars Street, Port Williams, Nova Scotia B0P 1T0, Canada",37,,,4.5,74%,24%,0%,2%,0%
d10799712,Pebble and Fern Market Garden,https://www.tripadvisor.com/Attraction_Review-g7187428-d10799712-Reviews-Pebble_and_Fern_Market_Garden-Isle_Madame_Nova_Scotia.html,#1 of 6 things to do in Isle Madame,"Nature & Parks, Gardens","11 Cypers Lane, Nova Scotia B0E 3C0, Canada",11,Open Now: 12:00 PM - 6:00 PM,Mon - Sat12:00 PM - 6:00 PM,5.0,82%,18%,0%,0%,0%
d12459545,Halifax Explosion Memorial Bell Tower,https://www.tripadvisor.com/Attraction_Review-g154976-d12459545-Reviews-Halifax_Explosion_Memorial_Bell_Tower-Halifax_Halifax_Region_Nova_Scotia.html,#58 of 112 things to do in Halifax,"Sights & Landmarks, Monuments & Statues, Points of Interest & Landmarks","Fort Needham Memorial Park, Halifax, Nova Scotia B3K 3N9, Canada",7,Open Now: 8:00 AM - 11:00 PM,Sun - Sat8:00 AM - 11:00 PM,4.5,58%,28%,0%,14%,0%
d6888427,Louisbourg Lighthouse,https://www.tripadvisor.com/Attraction_Review-g499217-d6888427-Reviews-Louisbourg_Lighthouse-Louisbourg_Cape_Breton_Island_Nova_Scotia.html,#2 of 16 things to do in Louisbourg,"Sights & Landmarks, Lighthouses","Havenside Road, Louisbourg, Nova Scotia, Canada",272,,,4.5,58%,33%,7%,1%,1%
d13206678,Little Narrows Presbyterian Church,https://www.tripadvisor.com/Attraction_Review-g499242-d13206678-Reviews-Little_Narrows_Presbyterian_Church-Whycocomagh_Cape_Breton_Island_Nova_Scotia.html,#3 of 3 things to do in Whycocomagh,"Sights & Landmarks, Churches & Cathedrals","Little Narrows Ferry, Whycocomagh, Nova Scotia B0E 1T0, Canada",1,,,5.0,100%,0%,0%,0%,0%
d8454460,Rogart Mountain Trail,https://www.tripadvisor.com/Attraction_Review-g8455018-d8454460-Reviews-Rogart_Mountain_Trail-Earltown_Nova_Scotia.html,#2 of 3 things to do in Earltown,"Outdoor Activities, Nature & Parks, Waterfalls, Hiking Trails, Nature & Wildlife Areas More",Features AnimalsThis attraction features animalsClick below for expert advice on animal welfare in tourism.Learn more,10,,,4.5,60%,30%,10%,0%,0%
d5965911,Mont Blanc Anchor Site,https://www.tripadvisor.com/Attraction_Review-g154976-d5965911-Reviews-Mont_Blanc_Anchor_Site-Halifax_Halifax_Region_Nova_Scotia.html,#60 of 112 things to do in Halifax,"Sights & Landmarks, Points of Interest & Landmarks","Spinnaker Drive, Halifax, Nova Scotia, Canada",10,,,3.5,0%,70%,30%,0%,0%
d3383022,Blomidon Estate Winery,https://www.tripadvisor.com/Attraction_Review-g2360175-d3383022-Reviews-Blomidon_Estate_Winery-Canning_Southwest_Nova_Scotia_Nova_Scotia.html,#3 of 7 things to do in Canning,"Food & Drink, Wineries & Vineyards","10318 Highway 221, Canning, Nova Scotia B0P 1H0, Canada",48,Closed today: Closed,Sun11:00 AM - 11:15 AM,4.5,53%,41%,6%,0%,0%
d14765199,Digby Visitor Information Centre,https://www.tripadvisor.com/Attraction_Review-g154975-d14765199-Reviews-Digby_Visitor_Information_Centre-Digby_Southwest_Nova_Scotia_Nova_Scotia.html,#7 of 20 things to do in Digby,"Traveler Resources, Visitor Centers","110 Montague Row, Digby, Nova Scotia B0V 1A0, Canada",11,,,4.5,82%,9%,0%,0%,9%
d4832268,Polycarpe Glass Art,https://www.tripadvisor.com/Attraction_Review-g660788-d4832268-Reviews-Polycarpe_Glass_Art-Margaree_Forks_Cape_Breton_Island_Nova_Scotia.html,#4 of 5 things to do in Margaree Forks,"Shopping, Museums, Art Galleries","837 East Margaree Rd., Margaree Forks, Nova Scotia B0E 1Y0, Canada",6,,,5.0,84%,16%,0%,0%,0%
d10838132,Amethyst Cove,https://www.tripadvisor.com/Attraction_Review-g7369101-d10838132-Reviews-Amethyst_Cove-Scots_Bay_Southwest_Nova_Scotia_Nova_Scotia.html,#2 of 2 things to do in Scots Bay,"Outdoor Activities, Nature & Parks, Hiking Trails, Mountains More","Cape Split Rd., Scots Bay, Nova Scotia B0P 1H0, Canada",3,,,3.5,34%,0%,33%,33%,0%
d12699325,Coldstream Clear Distillery,https://www.tripadvisor.com/Attraction_Review-g3750070-d12699325-Reviews-Coldstream_Clear_Distillery-Stewiacke_Nova_Scotia.html,#6 of 7 things to do in Stewiacke,"Food & Drink, Distilleries","87 Main St W, Stewiacke, Nova Scotia B0N 2J0, Canada",3,,,5.0,100%,0%,0%,0%,0%
d8837752,Ravine Trail,https://www.tripadvisor.com/Attraction_Review-g499229-d8837752-Reviews-Ravine_Trail-Kentville_Southwest_Nova_Scotia_Nova_Scotia.html,#9 of 14 things to do in Kentville,"Nature & Parks, Outdoor Activities, Hiking Trails, Biking Trails, Nature & Wildlife Areas More",Features AnimalsThis attraction features animalsClick below for expert advice on animal welfare in tourism.Learn more,5,,,4.5,60%,20%,20%,0%,0%
d3645506,That Dutchman s Cheese Farm,https://www.tripadvisor.com/Attraction_Review-g499240-d3645506-Reviews-That_Dutchman_s_Cheese_Farm-Upper_Economy_Nova_Scotia.html,#1 of 3 things to do in Upper Economy,"Sights & Landmarks, Farms",Features AnimalsThis attraction features animalsClick below for expert advice on animal welfare in tourism.Learn more,53,Open Now: 9:00 AM - 6:00 PM,Sun - Sat9:00 AM - 6:00 PM,4.5,67%,28%,1%,3%,1%
d2181022,Birdsall Worthinton Pottery Ltd,https://www.tripadvisor.com/Attraction_Review-g499230-d2181022-Reviews-Birdsall_Worthinton_Pottery_Ltd-Mahone_Bay_Southwest_Nova_Scotia_Nova_Scotia.html,#6 of 10 things to do in Mahone Bay,"Museums, Shopping, Art Galleries","590 Main Street, Mahone Bay, Nova Scotia B0J 2E0, Canada",12,,,4.5,41%,59%,0%,0%,0%
d298801,Low Point Lighthouse,https://www.tripadvisor.com/Attraction_Review-g3440710-d298801-Reviews-Low_Point_Lighthouse-New_Waterford_Cape_Breton_Island_Nova_Scotia.html,#2 of 2 things to do in New Waterford,"Sights & Landmarks, Lighthouses","New Victoria, New Waterford, Nova Scotia, Canada",12,,,4.5,67%,25%,8%,0%,0%
d4379924,Melmerby Beach Provincial Park,https://www.tripadvisor.com/Attraction_Review-g4480027-d4379924-Reviews-Melmerby_Beach_Provincial_Park-Little_Harbour_Halifax_Region_Nova_Scotia.html,#1 of 2 things to do in Little Harbour,"Nature & Parks, Outdoor Activities, Beaches","6380 Little Harbour Road, Little Harbour, Nova Scotia B0K 1G0, Canada",29,,,4.5,63%,27%,10%,0%,0%
d7273207,Power House Art Gallery and Studio,https://www.tripadvisor.com/Attraction_Review-g182187-d7273207-Reviews-Power_House_Art_Gallery_and_Studio-Lunenburg_Southwest_Nova_Scotia_Nova_Scotia.html,#21 of 30 things to do in Lunenburg,"Shopping, Museums, Art Galleries","129 Lincoln Street | Box 1783, Lunenburg, Nova Scotia B0J 2C0, Canada",4,,,5.0,100%,0%,0%,0%,0%
d13986364,Heritage Brewing Co,https://www.tripadvisor.com/Attraction_Review-g181761-d13986364-Reviews-Heritage_Brewing_Co-Yarmouth_Southwest_Nova_Scotia_Nova_Scotia.html,#9 of 26 things to do in Yarmouth,"Food & Drink, Breweries","250 Main St, Yarmouth, Nova Scotia B5A 1C9, Canada",6,Closed Now: 4:00 PM - 10:00 PM,Sun12:00 PM - 10:00 PMTue4:00 PM - 10:00 PMWed - Thu12:00 PM - 10:00 PMFri - Sat12:00 PM - 12:00 AM,5.0,100%,0%,0%,0%,0%
d15277781,The Swan,https://www.tripadvisor.com/Attraction_Review-g182187-d15277781-Reviews-The_Swan-Lunenburg_Southwest_Nova_Scotia_Nova_Scotia.html,#22 of 30 things to do in Lunenburg,"Museums, Shopping, Art Galleries","166 Lincoln Street, Lunenburg, Nova Scotia, Canada",2,,,5.0,100%,0%,0%,0%,0%
d13307290,St Philip s African Orthodox,https://www.tripadvisor.com/Attraction_Review-g154973-d13307290-Reviews-St_Philip_s_African_Orthodox-Sydney_Cape_Breton_Island_Nova_Scotia.html,#31 of 38 things to do in Sydney,"Sights & Landmarks, Churches & Cathedrals","34 Hankard St, Sydney, Nova Scotia B1N 2C1, Canada",2,,,4.5,50%,50%,0%,0%,0%
d4753818,Doug Fraser Art Gallery and Sculptural Garden,https://www.tripadvisor.com/Attraction_Review-g1841318-d4753818-Reviews-Doug_Fraser_Art_Gallery_and_Sculptural_Garden-Inverness_Cape_Breton_Island_Nova_.html,#5 of 16 things to do in Inverness,"Shopping, Museums, Art Galleries","178 Loch Ban Rd, Inverness, Nova Scotia B0E 1N0, Canada",16,Open Now: 9:00 AM - 6:00 PM,Sun - Sat9:00 AM - 6:00 PM,5.0,100%,0%,0%,0%,0%
d13288582,The statue of a lion,https://www.tripadvisor.com/Attraction_Review-g154973-d13288582-Reviews-The_statue_of_a_lion-Sydney_Cape_Breton_Island_Nova_Scotia.html,#30 of 38 things to do in Sydney,"Sights & Landmarks, Monuments & Statues","Esplanade | Near the wharf, Sydney, Nova Scotia B1P 6S2, Canada",2,,,4.5,50%,50%,0%,0%,0%
d5538868,Dakeyne Farm,https://www.tripadvisor.com/Attraction_Review-g7011485-d5538868-Reviews-Dakeyne_Farm-Falmouth_Southwest_Nova_Scotia_Nova_Scotia.html,#1 of 4 things to do in Falmouth,"Sights & Landmarks, Farms",Features AnimalsThis attraction features animalsClick below for expert advice on animal welfare in tourism.Learn more,9,Open Now: 10:00 AM - 5:00 PM,Sun - Sat10:00 AM - 5:00 PM,4.5,67%,22%,0%,11%,0%
